server,eval_csv,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,drop_from_best,success_peak_after_500k,peak_step_after_500k,trajectory,mtime
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V1_actor_0p003_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260529_220800/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V1_actor_0p003_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260529_220800,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,300000,300000,COMPLETED,0,-1283.8,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-05-29T23:29:29
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V2_actor_0p005_cube-triple-play-singletask-task1-v0_seed0/sd000_20260529_232500/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V2_actor_0p005_cube-triple-play-singletask-task1-v0_seed0/sd000_20260529_232500,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,300000,300000,COMPLETED,0.3,-726.1,726.4,0.8,250000,-0.5,,,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.3,2026-05-30T00:45:38
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V2_actor_0p005_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260529_232935/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V2_actor_0p005_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260529_232935,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,300000,300000,COMPLETED,0.1,-1283.1,475.9,0.1,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1,2026-05-30T00:51:10
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V3_energy_0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_004545/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V3_energy_0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_004545,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,300000,300000,COMPLETED,0.2,-951.1,877.4,0.3,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.2,2026-05-30T02:06:40
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V3_energy_0p001_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_005117/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V3_energy_0p001_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_005117,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,300000,300000,COMPLETED,0,-1042,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-05-30T02:12:28
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V4_no_energy_rel_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_020646/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V4_no_energy_rel_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_020646,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,300000,300000,COMPLETED,0.5,-718,718.5,0.5,300000,0,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.5,2026-05-30T03:27:42
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V4_no_energy_rel_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_021235/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V4_no_energy_rel_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_021235,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,300000,300000,COMPLETED,0,-1170.8,500,0.1,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-05-30T03:34:14
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V5_temp_0p5_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_032749/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V5_temp_0p5_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_032749,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,300000,300000,COMPLETED,0.5,-629.6,630.1,0.8,250000,-0.3,,,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.5,2026-05-30T04:48:13
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V5_temp_0p5_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_033421/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V5_temp_0p5_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_033421,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,300000,300000,COMPLETED,0,-1102,500,0.2,250000,-0.2,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-05-30T04:56:08
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V6_temp_0p1_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_044820/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V6_temp_0p1_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_044820,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,300000,300000,COMPLETED,0,-1000,1000,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-05-30T06:09:23
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V6_temp_0p1_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_045615/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V6_temp_0p1_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_045615,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,300000,300000,COMPLETED,0,-1001.9,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-05-30T06:17:38
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_061745/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_061745,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,1000000,1000000,COMPLETED,1,-370.4,371.4,1,800000,0,1,800000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.5 -> 400k:0.2 -> 500k:0.5 -> 600k:0.7 -> 700k:0.6 -> 800k:1 -> 900k:0.5 -> 1M:1,2026-05-30T10:47:33
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_cube-triple-play-singletask-task1-v0_seed1/sd001_20260530_061745/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_cube-triple-play-singletask-task1-v0_seed1/sd001_20260530_061745,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,1,1000000,1000000,COMPLETED,0.2,-890.1,840.5,0.7,900000,-0.5,0.7,900000,0:0 -> 100k:0 -> 200k:0.6 -> 300k:0.1 -> 400k:0.4 -> 500k:0.2 -> 600k:0.6 -> 700k:0.6 -> 800k:0.4 -> 900k:0.7 -> 1M:0.2,2026-05-30T10:39:55
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_cube-triple-play-singletask-task1-v0_seed2/sd002_20260530_104002/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_cube-triple-play-singletask-task1-v0_seed2/sd002_20260530_104002,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,2,1000000,1000000,COMPLETED,0.5,-703.5,704,0.9,850000,-0.4,0.9,850000,0:0 -> 100k:0.1 -> 200k:0.4 -> 300k:0 -> 400k:0.2 -> 500k:0.4 -> 600k:0.3 -> 700k:0.7 -> 800k:0.8 -> 900k:0.8 -> 1M:0.5,2026-05-30T15:02:15
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_104741/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260530_104741,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,1000000,1000000,COMPLETED,0.5,-1120.1,424,0.9,950000,-0.4,0.9,950000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.1 -> 500k:0.5 -> 600k:0.1 -> 700k:0.4 -> 800k:0.8 -> 900k:0.8 -> 1M:0.5,2026-05-30T15:15:23
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed1/sd001_20260530_150223/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed1/sd001_20260530_150223,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,1,1000000,1000000,COMPLETED,0.8,-940.6,332,0.9,850000,-0.1,0.9,850000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.1 -> 600k:0.2 -> 700k:0.4 -> 800k:0.7 -> 900k:0.7 -> 1M:0.8,2026-05-30T19:22:10
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed2/sd002_20260530_151529/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed2/sd002_20260530_151529,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,2,1000000,1000000,COMPLETED,0.9,-926.2,309.7,0.9,1000000,0,0.9,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.2 -> 600k:0.4 -> 700k:0.1 -> 800k:0.5 -> 900k:0.3 -> 1M:0.9,2026-05-30T19:43:49
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_192216/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_cube-triple-play-singletask-task1-v0_seed0/sd000_20260530_192216,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,1000000,1000000,COMPLETED,0.1,-1052.6,923.4,0.4,850000,-0.3,0.4,850000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.2 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0.1 -> 900k:0 -> 1M:0.1,2026-05-30T23:46:45
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_cube-triple-play-singletask-task1-v0_seed1/sd001_20260530_194355/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_cube-triple-play-singletask-task1-v0_seed1/sd001_20260530_194355,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,1,1000000,1000000,COMPLETED,0.4,-793.8,794.2,0.7,550000,-0.3,0.7,550000,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.2 -> 400k:0.4 -> 500k:0.3 -> 600k:0.6 -> 700k:0.4 -> 800k:0.5 -> 900k:0.5 -> 1M:0.4,2026-05-31T00:13:42
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_cube-triple-play-singletask-task1-v0_seed2/sd002_20260530_234652/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_cube-triple-play-singletask-task1-v0_seed2/sd002_20260530_234652,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,2,1000000,1000000,COMPLETED,0.8,-368.3,369.1,0.9,900000,-0.1,0.9,900000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.3 -> 400k:0.2 -> 500k:0.3 -> 600k:0.4 -> 700k:0.5 -> 800k:0.6 -> 900k:0.9 -> 1M:0.8,2026-05-31T04:06:12
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260531_001348/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260531_001348,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,1000000,1000000,COMPLETED,0.9,-982,372.9,0.9,1000000,0,0.9,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.2 -> 600k:0.1 -> 700k:0.4 -> 800k:0.5 -> 900k:0.5 -> 1M:0.9,2026-05-31T04:39:49
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_puzzle-3x3-play-singletask-task4-v0_seed1/sd001_20260531_040618/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_puzzle-3x3-play-singletask-task4-v0_seed1/sd001_20260531_040618,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,1,1000000,1000000,COMPLETED,0.6,-1047.8,382.8,0.8,900000,-0.2,0.8,900000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.3 -> 500k:0.1 -> 600k:0.2 -> 700k:0.6 -> 800k:0.6 -> 900k:0.8 -> 1M:0.6,2026-05-31T08:24:24
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_puzzle-3x3-play-singletask-task4-v0_seed2/sd002_20260531_043956/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageB_1M_V5_temp_0p5_puzzle-3x3-play-singletask-task4-v0_seed2/sd002_20260531_043956,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,2,1000000,1000000,COMPLETED,0.7,-1005.2,367.2,0.7,1000000,0,0.7,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.1 -> 600k:0.3 -> 700k:0.1 -> 800k:0.2 -> 900k:0.4 -> 1M:0.7,2026-05-31T09:07:03
4090d,/root/sb-value-flows/exp/push_reliability_sb_4090d/queueA_cube_triple_r2_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed3/push_reliability_sb_queueA_cube_triple_r2_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed3/sd003_20260604_100642/eval.csv,/root/sb-value-flows/exp/push_reliability_sb_4090d/queueA_cube_triple_r2_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed3/push_reliability_sb_queueA_cube_triple_r2_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed3/sd003_20260604_100642,cube-triple-play-singletask-task1-v0,cube-triple,task1,R2_flow_residual_disagree_std_lam0p001,3,1000000,1000000,COMPLETED,0.6,-495.6,496.2,0.9,850000,-0.3,0.9,850000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.7 -> 400k:0.6 -> 500k:0.1 -> 600k:0.5 -> 700k:0.6 -> 800k:0.7 -> 900k:0.8 -> 1M:0.6,2026-06-04T14:37:45
4090d,/root/sb-value-flows/exp/push_reliability_sb_4090d/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task1-v0_seed0/push_reliability_sb_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task1-v0_seed0/sd000_20260604_100642/eval.csv,/root/sb-value-flows/exp/push_reliability_sb_4090d/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task1-v0_seed0/push_reliability_sb_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task1-v0_seed0/sd000_20260604_100642,cube-double-play-singletask-task1-v0,cube-double,task1,A1_action_std_lam0p001,0,300000,300000,COMPLETED,0.7,-192.5,193.2,0.7,200000,0,,,0:0 -> 100k:0.1 -> 200k:0.7 -> 300k:0.7,2026-06-04T11:24:20
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task1-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260606_142510/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task1-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260606_142510,scene-play-singletask-task1-v0,scene,task1,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,1,-142.8,101.5,1,100000,0,1,500000,0:0 -> 100k:1 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-06T18:45:11
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_184523/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_184523,scene-play-singletask-task1-v0,scene,task1,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,1,-363.4,193.7,1,200000,0,1,550000,0:0 -> 100k:0.8 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:0.9 -> 600k:1 -> 700k:1 -> 800k:0.9 -> 900k:1 -> 1M:1,2026-06-06T23:06:45
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_230708/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_230708,scene-play-singletask-task1-v0,scene,task1,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,1,-409.8,217.1,1,350000,0,1,700000,0:0 -> 100k:0.7 -> 200k:0.8 -> 300k:0.9 -> 400k:1 -> 500k:0.9 -> 600k:0.9 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-07T03:30:11
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260607_033023/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260607_033023,scene-play-singletask-task1-v0,scene,task1,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0,-770.8,750,0.8,100000,-0.8,0.1,700000,0:0 -> 100k:0.8 -> 200k:0.4 -> 300k:0.3 -> 400k:0.2 -> 500k:0 -> 600k:0 -> 700k:0.1 -> 800k:0.1 -> 900k:0.1 -> 1M:0,2026-06-07T07:56:41
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task5-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260607_075709/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/A1_action_std_lam0p001_scene-play-singletask-task5-v0_seed2_1000000/scene_5task_1m_v1_A1_action_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260607_075709,scene-play-singletask-task1-v0,scene,task1,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0,-897.2,750,0,1,0,0,500000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0 -> 900k:0 -> 1M:0,2026-06-07T12:25:07
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260606_142510/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260606_142510,scene-play-singletask-task1-v0,scene,task1,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,1,-111.2,79.4,1,100000,0,1,500000,0:0 -> 100k:1 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-06T18:38:56
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_183923/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260606_183923,scene-play-singletask-task1-v0,scene,task1,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,1,-380.7,212,1,150000,0,1,500000,0:0 -> 100k:0.9 -> 200k:0.9 -> 300k:0.9 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-06T22:54:37
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_225507/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260606_225507,scene-play-singletask-task1-v0,scene,task1,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,1,-348.2,176.8,1,200000,0,1,500000,0:0 -> 100k:0.3 -> 200k:1 -> 300k:0.9 -> 400k:0.9 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:0.9 -> 900k:1 -> 1M:1,2026-06-07T03:10:05
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260607_031022/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260607_031022,scene-play-singletask-task1-v0,scene,task1,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0,-769.7,750,0.9,100000,-0.9,0.1,500000,0:0 -> 100k:0.9 -> 200k:0.7 -> 300k:0 -> 400k:0.1 -> 500k:0.1 -> 600k:0.1 -> 700k:0 -> 800k:0.1 -> 900k:0 -> 1M:0,2026-06-07T07:31:32
4090d,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260607_073207/eval.csv,/root/sb-value-flows/exp/scene_5task_1m_4090d_v1/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed2_1000000/scene_5task_1m_v1_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260607_073207,scene-play-singletask-task1-v0,scene,task1,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0,-882.2,750,0,1,0,0,500000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0 -> 900k:0 -> 1M:0,2026-06-07T11:53:15
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task1-v0_seed0/sd000_20260607_213236/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task1-v0_seed0/sd000_20260607_213236,scene-play-singletask-task1-v0,scene,task1,R2_flow_residual_disagree_std_lam0p001,0,1000000,1000000,COMPLETED,1,-100.6,77.1,1,50000,0,1,500000,0:0 -> 100k:1 -> 200k:1 -> 300k:0.9 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-08T01:53:52
